# DUREE_SEC:1577880000.0|PAS:1000.0000|INTERVALLE:100000.00
Soleil_1_X,Soleil_1_Y,Soleil_1_VX,Soleil_1_VY,Soleil_2_X,Soleil_2_Y,Soleil_2_VX,Soleil_2_VY,Soleil_3_X,Soleil_3_Y,Soleil_3_VX,Soleil_3_VY
166620033105.62845,94623846659.37798,9876.84265383435,-17390.64780570138,-165256671462.6294,96985257933.12779,10122.321471088397,17248.9205295725,-1363361440.98031,-191609104592.50705,-19999.16410492298,141.72727612897168
167598623799.02036,92879659376.37134,9694.793527416196,-17492.78109140569,-164235456312.2839,98704835972.94414,10301.796054289387,17142.328004139796,-3363167282.717925,-191584495349.31702,-19996.589561705816,350.45308726599734
168558956615.58298,91125353959.03566,9511.688433383692,-17593.008655296868,-163196349662.156,100413661294.76448,10480.148217794833,17033.868123020115,-5362606747.408651,-191539015253.8018,-19991.836631178747,559.1405322768827
169500926955.10324,89361121527.07085,9327.547321691625,-17691.319581721178,-162139464726.65427,102111547752.2971,10657.358533393903,16923.552705554204,-7361462020.43065,-191472669279.3697,-19984.905835085712,767.766876167096
170424432218.0216,87587154281.30887,9142.390255099746,-17787.70316388821,-161064916656.80206,103798310391.30116,10833.407697354245,16811.393773206484,-9359515351.20124,-191385464672.6121,-19975.797932454167,976.3093906818386
171329371816.60452,85803645482.76913,8956.237406985663,-17882.148905036247,-159972822527.6851,105473765469.73415,11008.27653252475,16697.40354825363,-11356549076.901276,-191277410952.50525,-19964.513919510606,1184.745356782763
172215647185.89496,84010789431.59764,8769.109059145665,-17974.646519574522,-158863301325.6871,107137730477.76634,11181.945990424358,16581.594452451023,-13352345646.189709,-191148519909.36588,-19951.055029570212,1393.0520671236554
173083161794.44443,82208781445.89453,8581.025599583823,-18065.18593420246,-157736473935.52048,108790024157.66095,11354.397153316866,16463.979105677827,-15346687642.905874,-190998805603.55734,-19935.42273290087,1601.2068285247974
173931821154.82306,80397817840.42953,8392.007520289442,-18153.757289005865,-156592463127.04807,110430466523.51825,11525.61123627142,16344.570324560282,-17339357809.756897,-190828284363.94952,-19917.618736561053,1809.1869644457556
174761532833.9057,78578095905.24983,8202.07541500336,-18240.35093852972,-155431393541.90018,112058878880.87997,11695.569589208539,16223.381121073578,-19330139071.98756,-190636974786.13147,-19897.644984212096,2016.9698174563177
175572206462.93567,76749813884.1813,8011.249976973055,-18324.957452827686,-154253391679.88733,113675083846.1943,11864.253698931385,16100.424701122554,-21318814561.030148,-190424897730.37726,-19875.503655904642,2224.532751705309
176363753747.36182,74913170953.2261,7819.551996697007,-18407.567618488007,-153058585885.21222,115278905366.13596,12031.64519114209,15975.714463101165,-23305167638.131607,-190192076319.36356,-19851.19716783929,2431.8531553870207
177136088476.4521,73068367198.85916,7627.002359658465,-18488.17243963586,-151847106332.47818,116870168736.78311,12197.725832442888,15849.263996431055,-25288981917.955456,-189938535935.64374,-19824.728172101524,2638.9084432049685
177889126532.6761,71215603596.22491,7433.622044048921,-18566.763138911923,-150619085012.5019,118448700622.64534,12362.477532321911,15721.087080079327,-27270041292.15605,-189664304218.8718,-19796.099556371006,2845.676058832754
178622785900.86386,69355081987.23828,7239.43211848149,-18643.331158427176,-149374655717.92322,120014329075.5442,12525.882345123302,15591.197681055655,-29248129952.922333,-189369411062.7839,-19765.314443604973,3052.1334773716862
179336986677.13113,67487005058.59042,7044.453739694491,-18717.86816069375,-148113954028.62433,121566883553.34058,12687.922472001585,15459.609952888915,-31223032416.488747,-189053888611.9327,-19732.37619169627,3258.258207804995
180031651077.5785,65611576319.66364,6848.708150245425,-18790.366029531677,-146837117296.9499,123106194938.51021,12848.580262859996,15326.338234083565,-33194533546.610474,-188717771258.1755,-19697.28839310561,3464.0277954482563
180706703446.7564,63729000080.355835,6652.216676195661,-18860.816870951552,-145544284632.73706,124632095556.56271,13007.83821827248,15191.397046555821,-35162418578.00092,-188361095636.91992,-19660.05487446831,3669.4198243958645
181362070265.89957,61839481428.818474,6455.000724786068,-18929.213014012978,-144235596888.1528,126144419194.30423,13165.678991389346,15054.801094049899,-37126473139.72858,-187983900623.12418,-19620.67969617559,3874.411919963213
181997680160.92923,59943226209.10969,6257.0817821038,-18995.54701165868,-142911196642.34073,127643001117.94006,13322.085389826236,14916.565260534446,-39086483278.570076,-187586227327.05118,-19579.167151930225,4078.9817511243705
