# DUREE_SEC:1577880000.0|PAS:1000.0000|INTERVALLE:100000.00
Soleil_1_X,Soleil_1_Y,Soleil_1_VX,Soleil_1_VY,Soleil_2_X,Soleil_2_Y,Soleil_2_VX,Soleil_2_VY,Soleil_3_X,Soleil_3_Y,Soleil_3_VX,Soleil_3_VY
10806769464.107841,9970264240.479086,-28076.360175978465,-25384.361818916124,139115001213.4095,-41250075623.44289,16822.15317996108,11964.488277285853,-149921770677.51825,31279811382.963707,11254.206996017256,13419.873541630275
8005800982.408407,7423093731.679256,-27949.063421634997,-25550.683543864703,140757958209.8401,-40039478552.88837,16039.90929022962,12241.930884059746,-148763759192.24954,32616384821.209,11909.154131405225,13308.752659804963
5215726030.259673,4861786430.774986,-27858.679272360416,-25667.225088999887,142323581851.0574,-38802747412.362015,15275.621100548204,12487.627901141741,-147539307881.31796,33940960981.586956,12583.058171812063,13179.597187858166
2432803173.593542,2291286348.405354,-27806.144350240353,-25734.623844625716,143813703636.53622,-37542921133.92156,14529.962610399745,12704.273160946455,-146246506810.13083,35251634785.516266,13276.181739840447,13030.350683679286
-346782802.1157728,-283513154.10026956,-27791.999176675294,-25753.253013084308,145230209642.7296,-36262775134.39892,13803.356806610831,12894.440740943028,-144883426840.61475,36546288288.49928,13988.642370064314,12858.812272141296
-3126881661.89163,-2857742356.6783214,-27816.394960966318,-25723.21110218132,146575017019.4799,-34964833923.87057,13096.007244989452,13060.573126184046,-143448135357.5893,37822576280.54902,14720.38771597673,12662.637975997292
-5911338921.303679,-5426527501.8516655,-27879.095372566877,-25644.318991337015,147850053528.13165,-33651384666.316803,12407.927259136788,13204.97385593828,-141938714606.82904,39077912168.16855,15471.168113429963,12439.345135398751
-8703956967.511456,-7984963197.645823,-27979.47319344246,-25516.124502561044,149057239873.5714,-32324491286.59494,11738.966611010073,13329.803819736066,-140353282906.0609,40309454484.240814,16240.506582432263,12186.320682825002
-11508455595.136688,-10528085657.442537,-28116.50201138376,-25337.914606082908,150198474570.55112,-30986008796.42527,11088.835525086864,13437.080466696028,-138690018975.41522,41514094453.867905,17027.666486296766,11900.834139386932
-14328431480.39794,-13050847554.644701,-28288.74338785122,-25108.7355784711,151275621083.75995,-29637597580.719208,10457.126141172192,13528.679291303339,-136947189603.36293,42688445135.364044,17831.617246678936,11580.05628716784
-17167316174.731918,-15548095310.179142,-28494.330226833194,-24827.42159255354,152290496988.0806,-28280737444.461433,9843.331486219053,13606.337053778943,-135123180813.34937,43828832754.640724,18650.998740614046,11221.084538774681
-20028332287.623905,-18014549685.07054,-28730.947393735194,-24492.6323347407,153244864907.82675,-26916741270.096584,9246.862108726395,13671.656280711917,-133216532620.20337,44931290955.16732,19484.085285008678,10820.97605402887
-22914447650.84686,-20444790613.01926,-28995.810990804763,-24102.900295114225,154140425009.54858,-25546768176.802063,8667.06054536455,13726.110670081991,-131225977358.7023,45991558789.82151,20328.75044544013,10376.789625032307
-25828327416.2761,-22833247271.266552,-29285.648087116668,-23656.688334640374,154978808840.70224,-24171836107.09512,8103.213802709012,13771.051093575294,-129150481424.42679,47005083378.361885,21182.434284407555,9885.637241065151
-28772284239.91296,-25174194441.642902,-29596.67911714178,-23152.457975554757,155761574325.03198,-22792833793.89478,7554.564040833095,13807.711948292312,-126989290085.11978,47967028235.53793,22042.115076308568,9344.746027262518
